firstName,lastName,email,department,position,basicSalary,gender,phone,dateJoined
Akosua,Sarpong,akosua.sarpong.1564@thenoveltyconcepts.com,Operations,Logistics Coordinator,7017,Male,+233201736623,2018-10-30
Kow,Danquah,kow.danquah.1565@thenoveltyconcepts.com,IT,IT Manager,19608,Female,+233206357716,2024-08-31
Kojo,Owusu,kojo.owusu.1566@thenoveltyconcepts.com,IT,DevOps Engineer,9897,Female,+233209174084,2019-01-15
Kow,Yiadom,kow.yiadom.1567@thenoveltyconcepts.com,Operations,Operations Manager,15130,Female,+233209208293,2016-03-12
Akosua,Boateng,akosua.boateng.1568@thenoveltyconcepts.com,Sales,Sales Manager,13124,Male,+233202381334,2020-09-27
Michael,Adu,michael.adu.1569@thenoveltyconcepts.com,Operations,Logistics Coordinator,5630,Female,+233203764678,2023-12-26
Sampson,Tetteh,sampson.tetteh.1570@thenoveltyconcepts.com,Marketing,SEO Specialist,5412,Male,+233207863218,2024-04-02
Gifty,Amankwah,gifty.amankwah.1571@thenoveltyconcepts.com,Operations,Facility Coordinator,10814,Male,+233205700014,2017-12-16
Sampson,Osei,sampson.osei.1572@thenoveltyconcepts.com,Legal,Legal Assistant,6495,Female,+233208382214,2025-06-06
Rita,Baah,rita.baah.1573@thenoveltyconcepts.com,HR,HR Assistant,10548,Female,+233203361894,2025-03-09
Adjoa,Adjei,adjoa.adjei.1574@thenoveltyconcepts.com,IT,QA Analyst,5418,Male,+233204002137,2020-09-04
Akua,Danquah,akua.danquah.1575@thenoveltyconcepts.com,HR,HR Assistant,7480,Female,+233202736421,2019-04-23
Akua,Kwarteng,akua.kwarteng.1576@thenoveltyconcepts.com,Marketing,Marketing Executive,10207,Male,+233204274881,2023-12-27
Sampson,Donkor,sampson.donkor.1577@thenoveltyconcepts.com,Operations,Admin Assistant,4082,Female,+233205341505,2023-06-01
Prince,Yiadom,prince.yiadom.1578@thenoveltyconcepts.com,Legal,Compliance Officer,6009,Male,+233205969545,2016-04-06
Gifty,Annan,gifty.annan.1579@thenoveltyconcepts.com,Operations,Logistics Coordinator,5437,Male,+233208560575,2017-06-23
Gifty,Nkansah,gifty.nkansah.1580@thenoveltyconcepts.com,IT,System Administrator,9776,Female,+233203149445,2022-05-05
Sampson,Sarpong,sampson.sarpong.1581@thenoveltyconcepts.com,Marketing,Marketing Executive,5345,Male,+233208560719,2023-06-12
Nana,Osei,nana.osei.1582@thenoveltyconcepts.com,IT,DevOps Engineer,8435,Male,+233201274753,2016-08-01
Emmanuel,Nkansah,emmanuel.nkansah.1583@thenoveltyconcepts.com,Sales,Sales Representative,9084,Male,+233202737853,2016-01-13
Sampson,Tetteh,sampson.tetteh.1584@thenoveltyconcepts.com,Marketing,Marketing Manager,13620,Female,+233201519468,2023-05-14
Blessing,Adu,blessing.adu.1585@thenoveltyconcepts.com,Operations,Facility Coordinator,8960,Male,+233208344395,2017-11-20
Kow,Kwarteng,kow.kwarteng.1586@thenoveltyconcepts.com,HR,HR Officer,8667,Female,+233207009476,2023-09-21
Kwesi,Frimpong,kwesi.frimpong.1587@thenoveltyconcepts.com,IT,QA Analyst,5463,Female,+233203684295,2019-12-22
Kofi,Appiah,kofi.appiah.1588@thenoveltyconcepts.com,Marketing,Content Creator,5852,Male,+233201246815,2016-08-30
Daniel,Appiah,daniel.appiah.1589@thenoveltyconcepts.com,Marketing,Marketing Executive,6180,Female,+233203979380,2019-03-29
Ama,Boateng,ama.boateng.1590@thenoveltyconcepts.com,Sales,Business Development Assoc.,10099,Female,+233207135806,2024-07-06
Michael,Adu,michael.adu.1591@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,5283,Female,+233208821755,2025-07-03
Daniel,Baah,daniel.baah.1592@thenoveltyconcepts.com,IT,Software Engineer,8913,Female,+233204692296,2023-07-31
Rita,Boateng,rita.boateng.1593@thenoveltyconcepts.com,HR,HR Officer,7060,Female,+233207978877,2025-05-26
Yaa,Amankwah,yaa.amankwah.1594@thenoveltyconcepts.com,IT,IT Support Specialist,6718,Male,+233209273269,2023-08-10
Samuel,Quansah,samuel.quansah.1595@thenoveltyconcepts.com,Marketing,Marketing Executive,9491,Female,+233206496214,2020-02-09
Ama,Tetteh,ama.tetteh.1596@thenoveltyconcepts.com,IT,IT Support Specialist,8265,Male,+233209223012,2017-01-04
Nana,Amankwah,nana.amankwah.1597@thenoveltyconcepts.com,Operations,Operations Officer,7653,Male,+233209577769,2016-06-19
Isaac,Quansah,isaac.quansah.1598@thenoveltyconcepts.com,Operations,Facility Coordinator,9455,Female,+233209978372,2016-09-25
Samuel,Appiah,samuel.appiah.1599@thenoveltyconcepts.com,Sales,Account Executive,8420,Female,+233204804504,2020-09-27
Kojo,Tetteh,kojo.tetteh.1600@thenoveltyconcepts.com,IT,Software Engineer,7386,Female,+233208599557,2017-03-10
Nana,Osei,nana.osei.1601@thenoveltyconcepts.com,Legal,Legal Assistant,4581,Female,+233202852553,2018-03-15
Akosua,Baah,akosua.baah.1602@thenoveltyconcepts.com,Marketing,Marketing Executive,8526,Female,+233203185245,2020-04-02
Nana,Owusu,nana.owusu.1603@thenoveltyconcepts.com,IT,IT Support Specialist,5242,Female,+233203480185,2020-03-13
Ama,Adjei,ama.adjei.1604@thenoveltyconcepts.com,IT,IT Support Specialist,5587,Male,+233206315874,2024-03-18
Kwame,Danquah,kwame.danquah.1605@thenoveltyconcepts.com,Operations,Operations Officer,9240,Female,+233204486540,2020-08-19
Kow,Sarpong,kow.sarpong.1606@thenoveltyconcepts.com,HR,Benefits Coordinator,9233,Male,+233205280095,2019-04-18
Akua,Annan,akua.annan.1607@thenoveltyconcepts.com,Finance,Auditor,8071,Male,+233208747386,2022-12-30
Kow,Baah,kow.baah.1608@thenoveltyconcepts.com,Marketing,Marketing Executive,7658,Female,+233208185462,2020-12-04
Kow,Annan,kow.annan.1609@thenoveltyconcepts.com,Finance,Auditor,3311,Male,+233206646191,2019-12-30
Prince,Yeboah,prince.yeboah.1610@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,7078,Male,+233206324046,2018-12-22
Patricia,Turkson,patricia.turkson.1611@thenoveltyconcepts.com,Legal,Legal Assistant,8279,Male,+233202397925,2021-05-06
Nana,Bonsu,nana.bonsu.1612@thenoveltyconcepts.com,Marketing,SEO Specialist,6672,Male,+233205341056,2019-10-25
Gifty,Yiadom,gifty.yiadom.1613@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,7034,Male,+233201945430,2024-05-01
Ama,Asare,ama.asare.1614@thenoveltyconcepts.com,Legal,Legal Assistant,6848,Male,+233201449754,2016-10-07
Maame,Tetteh,maame.tetteh.1615@thenoveltyconcepts.com,Legal,Legal Assistant,10809,Female,+233204126268,2019-06-04
Daniel,Yiadom,daniel.yiadom.1616@thenoveltyconcepts.com,HR,HR Officer,9621,Female,+233209422804,2019-03-07
Michael,Adjei,michael.adjei.1617@thenoveltyconcepts.com,Operations,Admin Assistant,6553,Female,+233207822538,2025-05-28
Adjoa,Nkansah,adjoa.nkansah.1618@thenoveltyconcepts.com,Marketing,Marketing Executive,4357,Male,+233202623705,2022-07-25
Isaac,Osei,isaac.osei.1619@thenoveltyconcepts.com,Sales,Business Development Assoc.,5574,Male,+233201752509,2016-04-19
Akosua,Quansah,akosua.quansah.1620@thenoveltyconcepts.com,Legal,Legal Assistant,8215,Male,+233207858700,2016-06-08
Patricia,Bonsu,patricia.bonsu.1621@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,6189,Male,+233209205411,2016-08-25
Emmanuel,Asare,emmanuel.asare.1622@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,6452,Male,+233206748546,2023-03-31
Kwaku,Owusu,kwaku.owusu.1623@thenoveltyconcepts.com,IT,DevOps Engineer,3094,Male,+233208861708,2024-02-11
Blessing,Boateng,blessing.boateng.1624@thenoveltyconcepts.com,Legal,Legal Assistant,8709,Male,+233205852893,2023-12-26
Abigail,Quansah,abigail.quansah.1625@thenoveltyconcepts.com,IT,DevOps Engineer,9231,Male,+233202251410,2024-08-09
Akua,Frimpong,akua.frimpong.1626@thenoveltyconcepts.com,Operations,Logistics Coordinator,4854,Female,+233207250399,2024-05-07
Abena,Owusu,abena.owusu.1627@thenoveltyconcepts.com,IT,IT Manager,20376,Male,+233205149708,2019-10-24
Prince,Mensah,prince.mensah.1628@thenoveltyconcepts.com,Marketing,Social Media Manager,7261,Male,+233204409649,2024-07-15
Kwesi,Yiadom,kwesi.yiadom.1629@thenoveltyconcepts.com,Marketing,Social Media Manager,6763,Female,+233201769871,2024-07-27
Nana,Nkansah,nana.nkansah.1630@thenoveltyconcepts.com,Sales,Sales Representative,9290,Male,+233202087113,2023-02-12
Isaac,Gyamfi,isaac.gyamfi.1631@thenoveltyconcepts.com,Marketing,Social Media Manager,5492,Male,+233202309187,2025-08-22
Akosua,Donkor,akosua.donkor.1632@thenoveltyconcepts.com,Sales,Business Development Assoc.,7919,Female,+233208173020,2025-11-15
Sampson,Boateng,sampson.boateng.1633@thenoveltyconcepts.com,Finance,Auditor,4460,Female,+233208634352,2017-11-30
Afia,Owusu,afia.owusu.1634@thenoveltyconcepts.com,Marketing,Social Media Manager,7039,Male,+233207096145,2021-05-18
Kwesi,Turkson,kwesi.turkson.1635@thenoveltyconcepts.com,HR,HR Assistant,7141,Female,+233208343083,2020-11-21
Yaa,Boateng,yaa.boateng.1636@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,9411,Male,+233201859366,2019-06-30
Michael,Kwarteng,michael.kwarteng.1637@thenoveltyconcepts.com,HR,Benefits Coordinator,6150,Female,+233208694057,2025-04-14
Ama,Gyamfi,ama.gyamfi.1638@thenoveltyconcepts.com,HR,HR Assistant,3738,Male,+233203005151,2025-09-05
Maame,Acheampong,maame.acheampong.1639@thenoveltyconcepts.com,Sales,Sales Representative,10755,Male,+233202964705,2025-06-18
Akosua,Turkson,akosua.turkson.1640@thenoveltyconcepts.com,HR,HR Manager,24843,Male,+233209477606,2018-10-28
Abena,Yiadom,abena.yiadom.1641@thenoveltyconcepts.com,Legal,Compliance Officer,7981,Female,+233201035212,2021-05-29
Abena,Tetteh,abena.tetteh.1642@thenoveltyconcepts.com,Finance,Financial Analyst,10044,Female,+233209365095,2018-10-04
Gifty,Frimpong,gifty.frimpong.1643@thenoveltyconcepts.com,IT,System Administrator,4566,Female,+233207668181,2020-08-25
Prince,Annan,prince.annan.1644@thenoveltyconcepts.com,Marketing,Content Creator,4035,Male,+233209395125,2019-12-04
Ebenezer,Danquah,ebenezer.danquah.1645@thenoveltyconcepts.com,Marketing,Marketing Executive,5160,Male,+233206830354,2016-07-06
Akua,Appiah,akua.appiah.1646@thenoveltyconcepts.com,HR,HR Officer,10165,Female,+233201473480,2017-08-13
Ama,Sarpong,ama.sarpong.1647@thenoveltyconcepts.com,Sales,Business Development Assoc.,4938,Female,+233209973372,2024-09-29
Adjoa,Turkson,adjoa.turkson.1648@thenoveltyconcepts.com,IT,IT Manager,21594,Female,+233202124013,2022-06-24
Rita,Frimpong,rita.frimpong.1649@thenoveltyconcepts.com,HR,Benefits Coordinator,6985,Male,+233202092316,2018-08-24
Kow,Owusu,kow.owusu.1650@thenoveltyconcepts.com,HR,HR Assistant,8598,Female,+233207174556,2021-07-31
Yaw,Oppong,yaw.oppong.1651@thenoveltyconcepts.com,IT,QA Analyst,6668,Male,+233201823797,2024-03-28
Akua,Amankwah,akua.amankwah.1652@thenoveltyconcepts.com,HR,HR Manager,24883,Female,+233201938365,2023-05-26
Kow,Adu,kow.adu.1653@thenoveltyconcepts.com,Marketing,Content Creator,8220,Male,+233201124901,2021-05-31
Samuel,Tetteh,samuel.tetteh.1654@thenoveltyconcepts.com,Marketing,Marketing Executive,9233,Male,+233206311724,2020-03-19
Gifty,Bonsu,gifty.bonsu.1655@thenoveltyconcepts.com,HR,HR Officer,4483,Female,+233202443838,2023-12-06
Yaw,Tetteh,yaw.tetteh.1656@thenoveltyconcepts.com,Finance,Financial Analyst,5277,Female,+233209747567,2019-09-21
Emmanuel,Tetteh,emmanuel.tetteh.1657@thenoveltyconcepts.com,Sales,Sales Representative,9813,Female,+233207608460,2019-04-06
Kojo,Boateng,kojo.boateng.1658@thenoveltyconcepts.com,HR,HR Assistant,9134,Male,+233201542253,2018-10-10
Akosua,Yeboah,akosua.yeboah.1659@thenoveltyconcepts.com,Finance,Payroll Clerk,10175,Female,+233202277494,2025-04-30
Emmanuel,Oppong,emmanuel.oppong.1660@thenoveltyconcepts.com,Legal,Compliance Officer,5065,Female,+233209791501,2018-09-16
Abigail,Appiah,abigail.appiah.1661@thenoveltyconcepts.com,HR,HR Manager,16634,Male,+233205738069,2018-08-08
Akosua,Yeboah,akosua.yeboah.1662@thenoveltyconcepts.com,Operations,Admin Assistant,10476,Female,+233207232117,2019-03-27
Michael,Tetteh,michael.tetteh.1663@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,4225,Male,+233208251552,2025-12-21
Kwesi,Appiah,kwesi.appiah.1664@thenoveltyconcepts.com,Marketing,SEO Specialist,8827,Male,+233203718522,2023-03-06
Daniel,Annan,daniel.annan.1665@thenoveltyconcepts.com,Finance,Accountant,7202,Male,+233201732229,2019-10-19
Isaac,Baah,isaac.baah.1666@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,3181,Male,+233203129545,2023-08-22
Prince,Amankwah,prince.amankwah.1667@thenoveltyconcepts.com,Operations,Admin Assistant,5509,Male,+233204986054,2018-07-10
Abigail,Danquah,abigail.danquah.1668@thenoveltyconcepts.com,IT,QA Analyst,10667,Male,+233201678943,2016-05-04
Kwaku,Osei,kwaku.osei.1669@thenoveltyconcepts.com,Operations,Logistics Coordinator,9759,Male,+233202338039,2023-11-06
Abigail,Osei,abigail.osei.1670@thenoveltyconcepts.com,Marketing,Marketing Manager,12653,Male,+233205108836,2024-07-25
Adjoa,Adjei,adjoa.adjei.1671@thenoveltyconcepts.com,Legal,Compliance Officer,3156,Male,+233202189309,2023-08-28
Ebenezer,Mensah,ebenezer.mensah.1672@thenoveltyconcepts.com,Sales,Business Development Assoc.,8422,Male,+233208839502,2019-10-10
Michael,Gyamfi,michael.gyamfi.1673@thenoveltyconcepts.com,Sales,Account Executive,8812,Female,+233201044002,2023-06-16
Sampson,Nkansah,sampson.nkansah.1674@thenoveltyconcepts.com,IT,IT Support Specialist,7052,Female,+233205788892,2017-07-22
Maame,Turkson,maame.turkson.1675@thenoveltyconcepts.com,Sales,Sales Representative,8955,Male,+233207535781,2017-09-20
Kwaku,Donkor,kwaku.donkor.1676@thenoveltyconcepts.com,IT,DevOps Engineer,10072,Female,+233209038609,2019-11-09
Michael,Turkson,michael.turkson.1677@thenoveltyconcepts.com,Sales,Sales Representative,7325,Female,+233203496289,2024-03-18
Patricia,Yiadom,patricia.yiadom.1678@thenoveltyconcepts.com,Marketing,Marketing Executive,7277,Female,+233204265110,2022-07-29
Gifty,Annan,gifty.annan.1679@thenoveltyconcepts.com,Sales,Sales Representative,4317,Male,+233209595674,2018-11-02
Kow,Amankwah,kow.amankwah.1680@thenoveltyconcepts.com,IT,Software Engineer,6669,Female,+233206881237,2023-04-28
Ama,Baah,ama.baah.1681@thenoveltyconcepts.com,Legal,Paralegal,10540,Female,+233207748213,2018-09-28
Gifty,Gyamfi,gifty.gyamfi.1682@thenoveltyconcepts.com,IT,QA Analyst,6576,Male,+233202952586,2021-06-25
Yaa,Gyamfi,yaa.gyamfi.1683@thenoveltyconcepts.com,Operations,Logistics Coordinator,10727,Male,+233209489306,2018-06-03
Sampson,Boateng,sampson.boateng.1684@thenoveltyconcepts.com,Marketing,Marketing Executive,3857,Male,+233207714204,2017-07-01
Kwaku,Osei,kwaku.osei.1685@thenoveltyconcepts.com,Legal,Paralegal,9753,Male,+233207118944,2023-04-27
Isaac,Kwarteng,isaac.kwarteng.1686@thenoveltyconcepts.com,Finance,Financial Analyst,3977,Female,+233206578951,2018-03-13
Nana,Sarpong,nana.sarpong.1687@thenoveltyconcepts.com,Marketing,Marketing Executive,8175,Female,+233207955623,2023-11-25
Rita,Kwarteng,rita.kwarteng.1688@thenoveltyconcepts.com,HR,HR Officer,9817,Male,+233206308883,2022-07-26
Abena,Tetteh,abena.tetteh.1689@thenoveltyconcepts.com,IT,QA Analyst,7789,Female,+233204878780,2019-09-22
Yaw,Kwarteng,yaw.kwarteng.1690@thenoveltyconcepts.com,HR,HR Officer,10257,Male,+233208303995,2020-12-29
Yaw,Frimpong,yaw.frimpong.1691@thenoveltyconcepts.com,Marketing,Content Creator,4719,Female,+233204239531,2017-08-02
Kwaku,Appiah,kwaku.appiah.1692@thenoveltyconcepts.com,Operations,Logistics Coordinator,7442,Female,+233201696743,2022-07-15
Nana,Amankwah,nana.amankwah.1693@thenoveltyconcepts.com,Finance,Accountant,8207,Male,+233203398081,2022-12-03
Maame,Amankwah,maame.amankwah.1694@thenoveltyconcepts.com,HR,HR Assistant,7468,Female,+233201446312,2020-11-12
Kwesi,Donkor,kwesi.donkor.1695@thenoveltyconcepts.com,Legal,Legal Assistant,10041,Male,+233206181387,2021-03-06
Akua,Appiah,akua.appiah.1696@thenoveltyconcepts.com,Legal,Paralegal,3844,Female,+233202963230,2024-12-11
Ebenezer,Asare,ebenezer.asare.1697@thenoveltyconcepts.com,HR,Benefits Coordinator,8244,Female,+233201534883,2022-08-02
Kojo,Boateng,kojo.boateng.1698@thenoveltyconcepts.com,Operations,Logistics Coordinator,9149,Male,+233205188643,2020-10-21
Ama,Sarpong,ama.sarpong.1699@thenoveltyconcepts.com,Legal,Legal Assistant,9740,Female,+233203083424,2025-09-22
Kofi,Kwarteng,kofi.kwarteng.1700@thenoveltyconcepts.com,HR,Benefits Coordinator,7307,Female,+233203764266,2017-01-08
Abigail,Adu,abigail.adu.1701@thenoveltyconcepts.com,Sales,Business Development Assoc.,9957,Male,+233207940230,2019-07-13
Isaac,Owusu,isaac.owusu.1702@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,9873,Female,+233203466436,2024-02-06
Abena,Osei,abena.osei.1703@thenoveltyconcepts.com,Operations,Admin Assistant,9730,Female,+233206661303,2021-03-16
Michael,Donkor,michael.donkor.1704@thenoveltyconcepts.com,Operations,Facility Coordinator,7714,Male,+233205454911,2025-10-06
Blessing,Adjei,blessing.adjei.1705@thenoveltyconcepts.com,IT,QA Analyst,5927,Female,+233207900408,2025-05-30
Blessing,Quansah,blessing.quansah.1706@thenoveltyconcepts.com,Marketing,Social Media Manager,3451,Female,+233209498950,2016-09-05
Ama,Mensah,ama.mensah.1707@thenoveltyconcepts.com,Finance,Finance Manager,22115,Female,+233209324341,2021-07-11
Patricia,Asare,patricia.asare.1708@thenoveltyconcepts.com,IT,IT Manager,17691,Male,+233207808044,2021-11-21
Nana,Annan,nana.annan.1709@thenoveltyconcepts.com,IT,System Administrator,9300,Male,+233208978932,2018-04-06
Abena,Osei,abena.osei.1710@thenoveltyconcepts.com,Operations,Admin Assistant,7320,Female,+233207581431,2023-02-01
Samuel,Baah,samuel.baah.1711@thenoveltyconcepts.com,Legal,Compliance Officer,7677,Male,+233208287908,2018-02-10
Kofi,Owusu,kofi.owusu.1712@thenoveltyconcepts.com,Sales,Sales Representative,10861,Male,+233207948661,2017-08-16
Michael,Adjei,michael.adjei.1713@thenoveltyconcepts.com,HR,HR Assistant,6595,Male,+233207450439,2025-05-15
Abena,Adjei,abena.adjei.1714@thenoveltyconcepts.com,Finance,Payroll Clerk,4929,Female,+233203508949,2019-06-22
Abigail,Nkansah,abigail.nkansah.1715@thenoveltyconcepts.com,Legal,Legal Manager,17342,Male,+233204786532,2021-02-20
Adjoa,Boateng,adjoa.boateng.1716@thenoveltyconcepts.com,Legal,Legal Assistant,6532,Male,+233207070652,2018-08-08
Kwaku,Adjei,kwaku.adjei.1717@thenoveltyconcepts.com,Marketing,Social Media Manager,4085,Male,+233205190954,2024-12-06
Prince,Osei,prince.osei.1718@thenoveltyconcepts.com,Operations,Operations Officer,3964,Female,+233203821890,2017-12-01
Samuel,Oppong,samuel.oppong.1719@thenoveltyconcepts.com,Marketing,Content Creator,7014,Female,+233205803746,2025-09-25
Ebenezer,Donkor,ebenezer.donkor.1720@thenoveltyconcepts.com,Legal,Legal Assistant,3215,Female,+233201154812,2016-05-10
Akosua,Bonsu,akosua.bonsu.1721@thenoveltyconcepts.com,Operations,Admin Assistant,9239,Male,+233204479103,2022-12-05
Kow,Yiadom,kow.yiadom.1722@thenoveltyconcepts.com,Operations,Operations Officer,10226,Male,+233207197546,2021-02-13
Kwame,Adjei,kwame.adjei.1723@thenoveltyconcepts.com,Marketing,Social Media Manager,6235,Female,+233208343273,2022-11-07
Ama,Acheampong,ama.acheampong.1724@thenoveltyconcepts.com,Legal,Compliance Officer,7313,Male,+233207086383,2017-05-04
Ama,Kwarteng,ama.kwarteng.1725@thenoveltyconcepts.com,Legal,Compliance Officer,5505,Male,+233205657358,2016-01-15
Sampson,Nkansah,sampson.nkansah.1726@thenoveltyconcepts.com,IT,IT Support Specialist,6363,Female,+233207952351,2024-09-17
Abena,Oppong,abena.oppong.1727@thenoveltyconcepts.com,Operations,Facility Coordinator,8954,Male,+233204467007,2024-07-18
Akosua,Sarpong,akosua.sarpong.1728@thenoveltyconcepts.com,Sales,Business Development Assoc.,10045,Female,+233201676294,2021-05-31
Abigail,Asare,abigail.asare.1729@thenoveltyconcepts.com,Operations,Logistics Coordinator,10191,Male,+233205859621,2017-05-09
Daniel,Appiah,daniel.appiah.1730@thenoveltyconcepts.com,Legal,Legal Assistant,4394,Female,+233206712957,2016-01-12
Blessing,Quansah,blessing.quansah.1731@thenoveltyconcepts.com,Sales,Head of Sales,13898,Male,+233203365652,2025-07-02
Kojo,Turkson,kojo.turkson.1732@thenoveltyconcepts.com,IT,System Administrator,8157,Female,+233201763436,2016-03-27
Ebenezer,Asare,ebenezer.asare.1733@thenoveltyconcepts.com,IT,DevOps Engineer,7558,Male,+233201474723,2023-09-14
Akua,Annan,akua.annan.1734@thenoveltyconcepts.com,Legal,Compliance Officer,5758,Female,+233203193365,2021-05-25
Abena,Adu,abena.adu.1735@thenoveltyconcepts.com,HR,HR Manager,14686,Female,+233203089238,2019-08-18
Prince,Mensah,prince.mensah.1736@thenoveltyconcepts.com,IT,DevOps Engineer,9754,Male,+233208419271,2022-02-17
Kojo,Adjei,kojo.adjei.1737@thenoveltyconcepts.com,Sales,Sales Manager,17847,Female,+233202388048,2017-02-08
Maame,Annan,maame.annan.1738@thenoveltyconcepts.com,IT,IT Support Specialist,8196,Female,+233203871820,2017-02-24
Kwame,Nkansah,kwame.nkansah.1739@thenoveltyconcepts.com,Legal,Legal Assistant,8764,Female,+233202061198,2022-01-05
Ebenezer,Appiah,ebenezer.appiah.1740@thenoveltyconcepts.com,Legal,Compliance Officer,8443,Female,+233203108122,2024-08-09
Abigail,Gyamfi,abigail.gyamfi.1741@thenoveltyconcepts.com,HR,HR Assistant,4058,Male,+233202639212,2016-10-15
Michael,Yiadom,michael.yiadom.1742@thenoveltyconcepts.com,Legal,Compliance Officer,10076,Male,+233205422573,2022-04-16
Akua,Sarpong,akua.sarpong.1743@thenoveltyconcepts.com,Legal,Paralegal,10979,Female,+233209979614,2023-11-27
Kwaku,Sarpong,kwaku.sarpong.1744@thenoveltyconcepts.com,Marketing,Marketing Executive,7937,Male,+233204712098,2024-05-13
Maame,Danquah,maame.danquah.1745@thenoveltyconcepts.com,IT,IT Support Specialist,6397,Female,+233207452204,2020-04-06
Prince,Quansah,prince.quansah.1746@thenoveltyconcepts.com,Operations,Admin Assistant,8314,Female,+233204314358,2019-09-30
Maame,Donkor,maame.donkor.1747@thenoveltyconcepts.com,Operations,Logistics Coordinator,7035,Female,+233201190258,2022-08-07
Ama,Quansah,ama.quansah.1748@thenoveltyconcepts.com,HR,HR Assistant,4274,Male,+233207996909,2025-11-27
Kwaku,Baah,kwaku.baah.1749@thenoveltyconcepts.com,Marketing,SEO Specialist,9363,Female,+233206761906,2019-03-01
Kwesi,Mensah,kwesi.mensah.1750@thenoveltyconcepts.com,Operations,Operations Officer,4309,Female,+233202481875,2020-09-30
Kwesi,Danquah,kwesi.danquah.1751@thenoveltyconcepts.com,Finance,Financial Analyst,9386,Female,+233205699041,2016-07-11
Patricia,Asare,patricia.asare.1752@thenoveltyconcepts.com,HR,Talent Acquisition Specialist,8903,Female,+233208436020,2020-08-03
Abigail,Donkor,abigail.donkor.1753@thenoveltyconcepts.com,Sales,Business Development Assoc.,9410,Female,+233209439778,2023-06-07
Ebenezer,Donkor,ebenezer.donkor.1754@thenoveltyconcepts.com,IT,Software Engineer,4936,Female,+233204669532,2025-11-16
Patricia,Appiah,patricia.appiah.1755@thenoveltyconcepts.com,Legal,Compliance Officer,6764,Female,+233201683622,2021-05-07
Blessing,Mensah,blessing.mensah.1756@thenoveltyconcepts.com,HR,HR Manager,15738,Male,+233208961667,2023-03-21
Ama,Mensah,ama.mensah.1757@thenoveltyconcepts.com,Finance,Accountant,6587,Male,+233204506191,2021-06-26
Kwaku,Donkor,kwaku.donkor.1758@thenoveltyconcepts.com,HR,HR Assistant,6741,Female,+233201398830,2020-08-17
Abigail,Bonsu,abigail.bonsu.1759@thenoveltyconcepts.com,Legal,Legal Manager,15241,Female,+233203004358,2021-04-09
Gifty,Amankwah,gifty.amankwah.1760@thenoveltyconcepts.com,Operations,Facility Coordinator,3833,Female,+233207926932,2021-12-25
Maame,Osei,maame.osei.1761@thenoveltyconcepts.com,HR,HR Manager,23725,Female,+233202073514,2019-06-10
Kofi,Nkansah,kofi.nkansah.1762@thenoveltyconcepts.com,Marketing,Content Creator,10512,Male,+233205206116,2018-05-29
Daniel,Frimpong,daniel.frimpong.1763@thenoveltyconcepts.com,HR,HR Officer,8255,Female,+233201403343,2024-09-23
Patricia,Amankwah,patricia.amankwah.1764@thenoveltyconcepts.com,Legal,Compliance Officer,5220,Female,+233209653820,2019-09-12
Adjoa,Boateng,adjoa.boateng.1765@thenoveltyconcepts.com,Finance,Financial Analyst,7841,Female,+233207948287,2023-03-24
Kwaku,Danquah,kwaku.danquah.1766@thenoveltyconcepts.com,Marketing,Content Creator,8306,Female,+233204722140,2024-08-21
Ebenezer,Baah,ebenezer.baah.1767@thenoveltyconcepts.com,Legal,Legal Manager,13575,Male,+233202491812,2016-02-07
Prince,Nkansah,prince.nkansah.1768@thenoveltyconcepts.com,Finance,Auditor,10586,Male,+233204066310,2019-07-15
Sampson,Quansah,sampson.quansah.1769@thenoveltyconcepts.com,IT,IT Manager,12780,Female,+233207946665,2024-07-07
Michael,Donkor,michael.donkor.1770@thenoveltyconcepts.com,IT,DevOps Engineer,5390,Male,+233204294185,2024-07-17
Ama,Yiadom,ama.yiadom.1771@thenoveltyconcepts.com,Operations,Admin Assistant,9027,Female,+233202314572,2020-11-25
Isaac,Mensah,isaac.mensah.1772@thenoveltyconcepts.com,Legal,Compliance Officer,8690,Male,+233208306355,2017-11-26
Gifty,Kwarteng,gifty.kwarteng.1773@thenoveltyconcepts.com,Operations,Logistics Coordinator,4773,Male,+233204857406,2017-07-15
Kwaku,Asare,kwaku.asare.1774@thenoveltyconcepts.com,HR,HR Officer,7144,Female,+233203865968,2016-12-04
Emmanuel,Frimpong,emmanuel.frimpong.1775@thenoveltyconcepts.com,Finance,Auditor,4378,Female,+233209375055,2023-10-29
Kojo,Nkansah,kojo.nkansah.1776@thenoveltyconcepts.com,Operations,Operations Officer,8662,Male,+233204379095,2017-08-24
Michael,Yeboah,michael.yeboah.1777@thenoveltyconcepts.com,HR,HR Officer,5086,Female,+233205654096,2017-05-26
Ama,Appiah,ama.appiah.1778@thenoveltyconcepts.com,IT,IT Manager,13018,Female,+233202298001,2019-09-28
