email,title,description,status,progress
abigail.adu.1701@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,11
abigail.adu.1701@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
kwesi.osei.151@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
michael.adjei.1617@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,63
michael.adjei.1617@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
michael.adjei.1617@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
prince.acheampong.600@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,80
prince.acheampong.600@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,32
ebenezer.osei.931@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kwaku.frimpong.1245@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kwaku.frimpong.1245@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
blessing.adu.465@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
blessing.adu.465@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
blessing.adu.465@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
yaa.yiadom.1502@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
yaa.yiadom.1502@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
abigail.owusu.614@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
abigail.owusu.614@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
yaw.owusu.1518@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
yaw.owusu.1518@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,37
afia.adu.181@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
afia.adu.181@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
isaac.nkansah.722@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
isaac.nkansah.722@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
isaac.nkansah.722@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
patricia.boateng.1091@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
patricia.boateng.1091@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
prince.kwarteng.1090@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
prince.kwarteng.1090@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
prince.kwarteng.1090@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,15
prince.yeboah.1610@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,23
michael.quansah.144@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
adjoa.appiah.1904@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,46
adjoa.appiah.1904@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kow.kwarteng.1586@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
patricia.danquah.1225@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,37
patricia.danquah.1225@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kwesi.adu.605@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,68
adjoa.amankwah.960@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
afia.yeboah.38@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
afia.yeboah.38@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
afia.yeboah.38@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,63
patricia.appiah.851@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,40
patricia.appiah.851@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
samuel.amankwah.998@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
samuel.amankwah.998@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
samuel.amankwah.998@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,60
ama.sarpong.1647@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,27
patricia.oppong.1160@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
patricia.oppong.1160@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
patricia.oppong.1160@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
ebenezer.gyamfi.1924@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,29
ebenezer.gyamfi.1924@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,72
ebenezer.gyamfi.1924@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
yaw.yeboah.953@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
yaw.yeboah.953@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
yaw.yeboah.953@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,54
kwame.yeboah.36@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kwame.yeboah.36@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,59
kwesi.gyamfi.1073@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
kwesi.gyamfi.1073@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
kwesi.gyamfi.1073@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
ebenezer.nkansah.724@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
ebenezer.nkansah.724@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,NOT_STARTED,0
sampson.appiah.1507@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
sampson.appiah.1507@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
sampson.appiah.1507@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,63
afia.acheampong.439@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
afia.acheampong.439@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
afia.acheampong.439@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
samuel.osei.457@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
samuel.osei.457@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
yaw.baah.660@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
yaw.baah.660@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,53
blessing.owusu.1811@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
blessing.owusu.1811@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
nana.asare.416@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
nana.asare.416@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
nana.asare.416@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,35
sampson.owusu.1106@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
sampson.owusu.1106@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
adjoa.donkor.688@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
nana.amankwah.1693@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
michael.tetteh.1663@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
abigail.mensah.1081@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
akua.gyamfi.1442@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
samuel.danquah.909@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
yaw.sarpong.392@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
patricia.donkor.104@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kwaku.annan.452@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
kwaku.annan.452@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,26
kwaku.annan.452@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
nana.acheampong.1315@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
nana.acheampong.1315@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
nana.acheampong.1315@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
nana.yiadom.794@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,86
abena.gyamfi.1972@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
patricia.adu.1812@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
patricia.adu.1812@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,50
prince.annan.1907@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
rita.turkson.386@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
maame.bonsu.517@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,36
emmanuel.asare.678@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,78
emmanuel.asare.678@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
emmanuel.asare.678@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
nana.yeboah.281@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),MISSED,0
kofi.annan.3@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,76
kofi.annan.3@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,62
kofi.annan.3@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
rita.asare.1203@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
samuel.quansah.519@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,41
samuel.quansah.1595@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,43
michael.owusu.1289@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
emmanuel.annan.564@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
emmanuel.annan.564@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
emmanuel.annan.564@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,72
emmanuel.adu.598@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
kofi.annan.221@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kofi.annan.221@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
kow.osei.1126@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
kow.osei.1126@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kow.osei.1126@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
michael.turkson.1838@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,55
michael.turkson.1838@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
adjoa.kwarteng.58@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
adjoa.kwarteng.58@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
adjoa.kwarteng.58@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
michael.turkson.1677@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kwaku.donkor.1758@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,71
kwaku.donkor.1758@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kwaku.donkor.1758@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,66
daniel.asare.1183@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
daniel.asare.1183@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,34
daniel.asare.1183@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
ama.osei.841@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
ama.osei.841@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,83
ama.osei.841@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
blessing.annan.72@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
akosua.adu.552@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,75
akosua.adu.552@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
akosua.adu.552@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
daniel.gyamfi.666@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
daniel.gyamfi.666@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
daniel.gyamfi.666@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
maame.gyamfi.1222@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
maame.gyamfi.1222@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,22
adjoa.appiah.1138@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
adjoa.appiah.1138@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
adjoa.appiah.1138@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,55
kwaku.yiadom.1792@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kwaku.yiadom.1792@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kwaku.yiadom.1792@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
yaa.oppong.1316@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
yaa.oppong.1316@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
yaa.oppong.1316@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
blessing.acheampong.242@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
blessing.adu.889@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
michael.yeboah.738@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
michael.yeboah.738@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
rita.kwarteng.1823@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
rita.kwarteng.1823@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kwesi.boateng.183@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,20
kwesi.boateng.183@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
kwesi.boateng.183@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kofi.sarpong.1221@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kofi.sarpong.1221@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,16
kofi.sarpong.1221@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
kojo.mensah.1845@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
prince.adu.283@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
michael.adjei.1224@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,83
michael.adjei.1224@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
emmanuel.sarpong.574@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
emmanuel.sarpong.574@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,64
emmanuel.sarpong.574@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
prince.bonsu.1328@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
rita.yeboah.230@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
rita.yeboah.230@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,72
rita.yeboah.230@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
isaac.adu.404@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,28
isaac.adu.404@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,33
isaac.adu.404@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,28
adjoa.acheampong.1312@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
nana.owusu.1863@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
nana.owusu.1863@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
nana.owusu.1863@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kojo.turkson.1150@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,57
daniel.asare.629@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
daniel.asare.629@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
daniel.asare.629@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kwame.bonsu.1371@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
kwame.bonsu.1371@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,39
kwame.bonsu.1371@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
kow.donkor.25@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
kow.donkor.25@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
kow.donkor.25@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,79
kwame.danquah.1605@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
kwame.danquah.1605@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,23
kwame.danquah.1605@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,69
yaw.kwarteng.1917@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
yaw.kwarteng.1917@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
maame.mensah.1152@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,81
maame.mensah.1152@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
maame.mensah.1152@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),NOT_STARTED,0
daniel.quansah.156@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,76
daniel.quansah.156@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,50
yaw.bonsu.1070@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
prince.yiadom.1529@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
sampson.sarpong.362@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
sampson.sarpong.362@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
sampson.sarpong.362@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
abigail.yeboah.980@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,83
abigail.yeboah.980@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",NOT_STARTED,0
daniel.kwarteng.1549@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
abigail.yeboah.924@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
abigail.yeboah.924@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
abigail.yeboah.924@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,78
afia.asare.232@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,COMPLETED,100
kwaku.yeboah.24@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
abena.osei.1391@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
abena.osei.1391@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
abena.osei.1391@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
rita.osei.1078@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,45
rita.osei.1078@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,NOT_STARTED,0
abigail.osei.1670@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
kwesi.frimpong.1465@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kwesi.frimpong.1465@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
kwesi.frimpong.1465@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",IN_PROGRESS,81
ama.kwarteng.76@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
ama.kwarteng.76@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,MISSED,0
emmanuel.gyamfi.1867@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,COMPLETED,100
gifty.adjei.1535@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
kofi.nkansah.1762@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kojo.donkor.762@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kojo.donkor.762@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,MISSED,0
akosua.osei.1876@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),IN_PROGRESS,87
akosua.osei.1876@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,MISSED,0
abena.baah.1906@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
abena.baah.1906@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
ebenezer.frimpong.1104@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,COMPLETED,100
yaw.bonsu.1324@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,IN_PROGRESS,39
kwame.mensah.382@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
kow.gyamfi.1012@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,MISSED,0
abena.asare.902@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,IN_PROGRESS,86
yaa.appiah.33@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
abigail.quansah.1263@thenoveltyconcepts.com,Skill Acquisition,Complete advanced certification,IN_PROGRESS,45
isaac.quansah.475@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
kofi.adu.1553@thenoveltyconcepts.com,Leadership,Mentor 2 junior staff members,NOT_STARTED,0
kojo.tetteh.1248@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",COMPLETED,100
sampson.frimpong.1467@thenoveltyconcepts.com,Compliance,Ensure 100% adherence to new safety protocols,IN_PROGRESS,13
sampson.frimpong.1467@thenoveltyconcepts.com,Sales Target,"Achieve Q1 sales quota of GHS 50,000",MISSED,0
sampson.frimpong.1467@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,COMPLETED,100
akosua.donkor.258@thenoveltyconcepts.com,Documentation,Update standard operating procedures (SOPs),COMPLETED,100
akosua.donkor.258@thenoveltyconcepts.com,Improve efficiency,Reduce turnaround time by 10%,NOT_STARTED,0
